,商品全名,用户评论时间,用户评论内容
612,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 18:03:35,颜值和性能没的说，就是不太会用，
613,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 18:02:08,9500~，刚买两天，用不习惯，完好。~联系~，
614,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 17:59:55,东西送给朋友的，应该不错，相信京东，尊享达还是很吊的呀
615,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 17:59:08,618买的，比实体店便宜不少，用段时间看看怎么样
616,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 17:28:33,虽然交易过程有点曲折 下单两次才收到 但东西很好 原装进口 物流迅速 很满意的一次购物
617,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 17:27:11,电脑运行软件一多就发热严重，很轻薄，就是键盘的触感不是特别好
618,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 16:51:38,色彩很好，没有色差，速度很快
619,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 16:25:55,很好 但是发热比较严重 系统不会用
620,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 15:35:24,物流快，次日达！商品全新未拆封，东西不错，只是系统有待适应，总体不错。
621,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 15:30:08,产品是好产品，但京东客服不咋滴，下单时价格和收到货价格不一样，账单都出来了，收到货了账单的钱居然又多加钱了，和坑人没区别，这种操作第一次见，人工客户态度不敢恭维，态度调到不行，或许这就像别人说的，京东现在就是店大欺人，一辈子不长，但京东商城，这是我最后一次购买东西了，不会再有下次，
622,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 13:32:43,期待使用体验
623,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 12:16:29,买的第二台了苹果电脑了，第一台配置低一些，很好用，这一次高配的继续好用
624,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 12:07:33,这个机器买的第二天就降了200垮。。。。。。。
625,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 11:48:34,嗯，物流今天买明天就到，无拆痕，查看序列号也是全新，挺满意的，比实体店便宜
626,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 11:30:27,很好很好！五星好评！五星好评！五星好评！五星好评！五星好评！
627,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 11:09:27,不错，服务态度不错！京东高品质！
628,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 10:22:53,查了是原装正品，一分价钱一分货，其他不多说了...
629,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 08:55:37,"还不错，应该是全新的。
用了半个多月，没啥问题。"
630,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 07:17:16,京尊达送来的，服务态度好，MAC系统刚开始用不习惯，快捷键不熟悉，用一段时间就好了，买早了几天，618大促又降价了
631,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 01:35:58,分辨率高，色彩好，其他不知道，用过才知道。
632,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 01:19:39,这是一次不得已的升级，所获得的体验也是MacBook Pro中最底层的。但是2017款MacBook Pro还是给我带来了巨大的惊喜，一方面延续了固有的优秀试用体验，另一方面在屏幕、触控板上的提升是能够让你愿意彻底抛弃原有的设备的。也有一些方面的改变，比如键盘、接口，需要适应。
633,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 23:49:08,京东的物流 苹果的品质  京东值得信赖  特别不错  京东很不错   很好
634,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 22:28:21,电脑太棒了
635,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 20:26:19,小米充电宝可充g&ograve;ng电，贴了梵高水墨画和Moshi屏幕膜，升了哈莫为，正常用9个小时左右。如果给手机充电可以快冲，当然最关键的是手机也可以给它冲。本人Pixel 2 XL。做测试比较费电插三台设备。可以用大概6个小时。
636,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 19:41:17,电脑很好 包装也很严实 超级喜欢
637,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 19:40:16,"1.昨天买的。今天就降价199。叫我情何以堪？
2.数据线上有很多白色粉尘，用手一抹，像是白灰。而且数据线极不光滑，可能是因为那个灰。像是未经包装放了很久。
3. 至于电脑质量无从评价。但是原有电量几乎为零。至于上传图片，嫌麻烦，有差别？"
638,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 19:06:48,值得信赖！
639,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 18:38:50,物超所值，质量有保障，性价比超高，一定会推荐给朋友继续购买。
640,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 18:26:05,不错的产品
641,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 18:07:14,包装高大上，品质有保障。非常喜欢了，屏幕真的超爱。
642,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 16:11:13,苹果的东西没得说，工艺品级设计，touch bar的加入，操作更方便快捷（美中不足的是耗电有点厉害，待机时间较老款要少30%甚至还多），新pro键盘更薄，手感更舒服，长期打字都不觉得很累，顺便表扬下东东，送货速度杠杠的！??
643,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 16:10:45,给公司员工买的，隔天上午到，快递员白手套白衬西裤，得体大方，服务到位，好评。
644,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 16:10:11,超级喜欢，物流也很不错
645,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 15:07:08,"新款的pro 苹果机，性能好，只是配件不全，重新买了蓝芽型鼠标、u盘转换器,保护套、数据线等，加起来也近万元，重装系统的话建议买大一点的内存256的好些。"
646,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 12:53:02,用了3个星期了，感觉很好，觉得很值
647,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 11:31:54,一直在京东购买，大品牌值得信赖。
648,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 11:08:47,公司研发部指定电脑，买了不少了，银色的总缺货。
649,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 11:05:17,第二次买了，很不错，以后就买这个了
650,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 10:57:17,很赞！
651,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 10:40:19,一开始还不怎么习惯os系统，希望可以快点学会习惯
652,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 09:14:09,大箱子很好，没有拆封过
653,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 09:00:25,第一台来的时候电池就坏了，京东退货换新的速度，慢的可怕
654,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 08:50:47,机器很不错，运行速度也很快
655,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 08:42:35,这苹果不错，已有几台本本了，这台是买送盆友的！
656,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 08:16:43,宝贝很不错，发货快物流也快，服务态度也很好，全五分好评，会回购的。
657,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-27 02:12:20,还不错
658,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 22:04:27,"很好,很好,下次还要来买喔..."
659,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 22:00:58,此用户未填写评价内容
660,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 21:16:42,休眠后再启动有一秒钟的雪花屏。上网查说是系统问题。一万多的电脑竟然有这种bug，真是不能理解
661,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 21:03:03,挺好
662,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 18:11:09,512G应该是够用了。 Apple的一键迁移着实好用，一个晚上无缝迁移。键盘差评，multi touch鸡肋。
663,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 17:27:47,京尊达很ok，电脑很不错
664,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 16:49:37,款式不过，后续用的好还会在买几台
665,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 16:42:35,很好(?▽?)正品
666,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 16:29:31,比外面便宜，正品，也感谢消汇邦平台
667,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 14:11:42,性能不错，散热也不错，值得拥有。
668,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 13:51:55,触控板确实好用
669,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 12:34:58,挺好的，非常满意，学习生活工作中使用都很方便，总之挺好的。
670,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 11:56:35,很不错，物超所值，原味Apple终于入手
671,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 10:47:14,还行 颜值高点，比上一代轻多了
672,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:51:39,还可以，体验了一下，还算流畅
673,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:51:00,电脑很好用呀！很轻巧，很精致，个人非常喜欢这种轻巧型的电脑。运行速度好快呀！系统用了几天就适应了，很好用，趁着618特价买的，价格也很实惠了。
674,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:47:41,送货快，原装正品。质量好。手感好
675,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:19:24,256的，本本的质感，质量不用说了。还是坚持用ios吧
676,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:16:36,处理速度快。显示效果好，办公足够了
677,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:16:30,处理速度快。显示效果好，办公足够了
678,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:16:23,处理速度快。显示效果好，办公足够了
679,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:16:17,处理速度快。显示效果好，办公足够了
680,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 09:16:10,处理速度快。显示效果好，办公足够了
681,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 08:56:41,不错的商品
682,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 08:10:22,之前还担心不是官网的会不会有问题，收到并使用后，顾虑全消，点赞
683,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-26 07:11:41,入手快一个月了，整体很不错，小巧便捷，也比较省电，接口不是特别方便，充电贼快，目前没啥大问题。
684,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 23:52:54,很好，物流小哥辛苦
685,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 23:03:28,这是在京东买的最贵的产品，好心痛的，真心的贵呀。不过很不错哦
686,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 22:20:58,京东商城网购，信得过，好东西
687,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 21:53:19,银色好看，快捷键很好用，屏幕色彩饱和度很高，就是价格起起伏伏，让人揪心。
688,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 21:48:44,真心喜欢 忘了小黑吧
689,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 21:34:09,质量太差，用了一个月显示器花屏，返厂维修，只能修不能退，以后还是慎重在京东买贵东西。购物体验很不好！
690,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 20:55:05,很好很好很好
691,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 20:51:22,非常棒！喜欢！
692,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-25 18:57:07,机子不错，拆开快递，包装盒有个大坑，不知道电脑有没有损坏
